# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Nov 30 10:00:55 2018
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_name:        Planet Name
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN st_dist:        Distance [pc]
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN pl_facility:    Discovery Facility
#
loc_rowid	pl_hostname	pl_letter	pl_name	pl_discmethod	pl_orbper	st_dist	st_teff	pl_facility
1046	K2-280	b	K2-280 b	Transit	19.89520200	396.90	5742.00	K2
1047	K2-281	b	K2-281 b	Transit	8.68772100	466.11	4812.00	K2
1048	K2-282	b	K2-282 b	Transit	4.16983600	502.28	5523.00	K2
1049	K2-283	b	K2-283 b	Transit	1.92103600	408.24	5060.00	K2
1050	K2-284	b	K2-284 b	Transit	4.79506900	107.60	4140.00	K2
1051	K2-29	b	K2-29 b	Transit	3.25883210	179.39	5358.00	K2
1052	K2-3	b	K2-3 b	Transit	10.05449000	44.13	3896.00	K2
1053	K2-3	c	K2-3 c	Transit	24.64354000	44.13	3896.00	K2
1054	K2-3	d	K2-3 d	Transit	44.55983000	44.13	3896.00	K2
1055	K2-30	b	K2-30 b	Transit	4.09850300	336.26	5425.00	K2
1056	K2-31	b	K2-31 b	Transit	1.25785000	110.87	5280.00	K2
1057	K2-32	b	K2-32 b	Transit	8.99213000	158.39	5275.00	K2
1058	K2-32	c	K2-32 c	Transit	20.66020000	158.39	5275.00	K2
1059	K2-32	d	K2-32 d	Transit	31.71540000	158.39	5275.00	K2
1060	K2-33	b	K2-33 b	Transit	5.42486500	139.80	3540.00	K2
1061	K2-34	b	K2-34 b	Transit	2.99563300	352.34	6071.00	K2
1062	K2-35	b	K2-35 b	Transit	5.60835200	254.43	4402.71	K2
1063	K2-35	c	K2-35 c	Transit	2.39996400	254.43	4402.71	K2
1064	K2-36	b	K2-36 b	Transit	1.42266000	110.09	4924.00	K2
1065	K2-36	c	K2-36 c	Transit	5.34059000	110.09	4924.00	K2
1066	K2-37	b	K2-37 b	Transit	4.44117000	180.86	5413.00	K2
1067	K2-37	c	K2-37 c	Transit	6.42904000	180.86	5413.00	K2
1068	K2-37	d	K2-37 d	Transit	14.09189000	180.86	5413.00	K2
1069	K2-38	b	K2-38 b	Transit	4.01593000	193.71	5757.00	K2
1070	K2-38	c	K2-38 c	Transit	10.56103000	193.71	5757.00	K2
1071	K2-39	b	K2-39 b	Transit	4.60543000	310.14	4881.00	K2
1072	K2-4	b	K2-4 b	Transit	10.00341700	233.37	4014.73	K2
1073	K2-42	b	K2-42 b	Transit	6.68796000	401.36	4613.00	K2
1074	K2-43	b	K2-43 b	Transit	3.47134100	183.48	3889.72	K2
1075	K2-44	b	K2-44 b	Transit	5.65688000	483.19	5912.00	K2
1076	K2-45	b	K2-45 b	Transit	1.72926840	502.34	4103.00	K2
1077	K2-46	b	K2-46 b	Transit	19.15410000	454.93	6256.00	K2
1078	K2-47	b	K2-47 b	Transit	31.63720000	353.38	5054.00	K2
1079	K2-48	b	K2-48 b	Transit	20.50650000	316.61	4899.00	K2
1080	K2-49	b	K2-49 b	Transit	2.77065000	463.06	4175.00	K2
1081	K2-5	b	K2-5 b	Transit	5.73594000	204.12	3930.00	K2
1082	K2-5	c	K2-5 c	Transit	10.93241000	204.12	3930.00	K2
1083	K2-50	b	K2-50 b	Transit	8.75290000	259.33	4326.00	K2
1084	K2-52	b	K2-52 b	Transit	3.53482000	1064.53	6113.00	K2
1085	K2-53	b	K2-53 b	Transit	12.20540000	138.56	5269.00	K2
1086	K2-54	b	K2-54 b	Transit	9.78430000	175.84	3798.00	K2
1087	K2-55	b	K2-55 b	Transit	2.84925800	160.26	4456.00	K2
1088	K2-57	b	K2-57 b	Transit	9.00630000	266.23	4434.00	K2
1089	K2-58	b	K2-58 b	Transit	7.05254000	182.69	5413.00	K2
1090	K2-58	c	K2-58 c	Transit	2.53726000	182.69	5413.00	K2
1091	K2-58	d	K2-58 d	Transit	22.88270000	182.69	5413.00	K2
1092	K2-59	b	K2-59 b	Transit	20.69210000	314.09	5055.00	K2
1093	K2-59	c	K2-59 c	Transit	11.29540000	314.09	5055.00	K2
1094	K2-6	b	K2-6 b	Transit	30.94191000	319.59	5850.00	K2
1095	K2-60	b	K2-60 b	Transit	3.00265000	498.70	5500.00	K2
1096	K2-61	b	K2-61 b	Transit	2.57302000	410.35	6293.00	K2
1097	K2-62	b	K2-62 b	Transit	6.67202000	112.83	4880.00	K2
1098	K2-62	c	K2-62 c	Transit	16.19660000	112.83	4880.00	K2
1099	K2-63	b	K2-63 b	Transit	20.25700000	524.41	6771.00	K2
1100	K2-64	b	K2-64 b	Transit	6.53044000	506.87	5312.00	K2
1101	K2-65	b	K2-65 b	Transit	12.64750000	78.06	5213.00	K2
1102	K2-66	b	K2-66 b	Transit	5.06963000	520.43	5887.00	K2
1103	K2-68	b	K2-68 b	Transit	8.05428000	169.47	4746.00	K2
1104	K2-69	b	K2-69 b	Transit	7.06599000	181.63	4127.00	K2
1105	K2-7	b	K2-7 b	Transit	28.67992000	754.64	5772.00	K2
1106	K2-70	b	K2-70 b	Transit	13.97896000	234.47	5622.00	K2
1107	K2-71	b	K2-71 b	Transit	6.98541000	153.86	4006.00	K2
1108	K2-72	b	K2-72 b	Transit	5.57721200	66.56	3360.47	K2
1109	K2-72	c	K2-72 c	Transit	15.18903400	66.56	3360.47	K2
1110	K2-72	d	K2-72 d	Transit	7.76017800	66.56	3360.47	K2
1111	K2-72	e	K2-72 e	Transit	24.15886800	66.56	3360.47	K2
1112	K2-73	b	K2-73 b	Transit	7.49543000	271.27	5922.00	K2
1113	K2-74	b	K2-74 b	Transit	19.56660000	381.85	6060.00	K2
1114	K2-75	b	K2-75 b	Transit	7.81420000	570.86	5995.00	K2
1115	K2-75	c	K2-75 c	Transit	18.31100000	570.86	5995.00	K2
1116	K2-77	b	K2-77 b	Transit	8.19979600	142.31	4970.00	K2
1117	K2-79	b	K2-79 b	Transit	10.99573000	257.90	5926.00	K2
1118	K2-8	b	K2-8 b	Transit	10.35239000	407.93	4870.00	K2
1119	K2-8	c	K2-8 c	Transit	5.06416000	407.93	4870.00	K2
1120	K2-80	b	K2-80 b	Transit	19.09180000	201.96	5441.00	K2
1121	K2-80	c	K2-80 c	Transit	5.60500000	201.96	5441.00	K2
1122	K2-80	d	K2-80 d	Transit	28.86725300	201.96	5441.00	K2
1123	K2-81	b	K2-81 b	Transit	6.10232500	254.14	4674.13	K2
1124	K2-83	b	K2-83 b	Transit	2.74697000	125.98	3910.00	K2
1125	K2-83	c	K2-83 c	Transit	9.99767000	125.98	3910.00	K2
1126	K2-84	b	K2-84 b	Transit	6.42150000	287.23	5652.00	K2
1127	K2-84	c	K2-84 c	Transit	27.86000000	287.23	5652.00	K2
1128	K2-85	b	K2-85 b	Transit	0.68453300	97.49	4268.00	K2
1129	K2-86	b	K2-86 b	Transit	8.77683000	260.61	5482.00	K2
1130	K2-87	b	K2-87 b	Transit	9.72739000	498.24	5406.00	K2
1131	K2-88	b	K2-88 b	Transit	4.61220000	110.91	3537.00	K2
1132	K2-89	b	K2-89 b	Transit	1.09602600	86.25	3691.00	K2
1133	K2-9	b	K2-9 b	Transit	18.44980000	83.16	3390.00	K2
1134	K2-90	b	K2-90 b	Transit	13.73490700	134.71	4421.98	K2
1135	K2-90	c	K2-90 c	Transit	2.90070600	134.71	4421.98	K2
1136	K2-91	b	K2-91 b	Transit	1.41954900	62.69	3622.00	K2
1137	K2-95	b	K2-95 b	Transit	10.13401600	180.63	3548.00	K2
1138	K2-97	b	K2-97 b	Transit	8.40672600	869.76	4717.00	K2
1139	K2-98	b	K2-98 b	Transit	10.13644800	526.31	6172.00	K2
1140	K2-99	b	K2-99 b	Transit	18.25198500	522.29	6217.00	K2
1141	KELT-1	b	KELT-1 b	Transit	1.21751400	262.00	6518.00	KELT
1142	KELT-10	b	KELT-10 b	Transit	4.16627390	183.00	5948.00	KELT-South
1143	KELT-11	b	KELT-11 b	Transit	4.73652900	98.00	5370.00	KELT-South
1144	KELT-12	b	KELT-12 b	Transit	5.03162300	360.00	6279.00	KELT-North
1145	KELT-14	b	KELT-14 b	Transit	1.71005660	266.00	5720.00	KELT-South
1146	KELT-15	b	KELT-15 b	Transit	3.32944000	291.00	6003.00	KELT-South
1147	KELT-16	b	KELT-16 b	Transit	0.96899510	450.28	6236.00	KELT
1148	KELT-17	b	KELT-17 b	Transit	3.08017160	210.00	7454.00	KELT
1149	KELT-18	b	KELT-18 b	Transit	2.87175180	311.00	6670.00	KELT-North
1150	KELT-19 A	b	KELT-19 A b	Transit	4.61170930	302.80	7500.00	KELT
1151	KELT-2 A	b	KELT-2 A b	Transit	4.11379000	134.57	6327.00	KELT
1152	KELT-20	b	KELT-20 b	Transit	3.47410850	139.70	8720.00	KELT-North
1153	KELT-21	b	KELT-21 b	Transit	3.61276470	415.00	7598.00	KELT-North
1154	KELT-3	b	KELT-3 b	Transit	2.70339000	178.00	6304.00	KELT
1155	KELT-4 A	b	KELT-4 A b	Transit	2.98959320	210.00	6206.00	KELT
1156	KELT-6	b	KELT-6 b	Transit	7.84570000	222.00	6102.00	KELT
1157	KELT-6	c	KELT-6 c	Radial Velocity	1276.00000000	222.00	6102.00	Multiple Observatories
1158	KELT-7	b	KELT-7 b	Transit	2.73477000	129.00	6768.00	KELT
1159	KELT-8	b	KELT-8 b	Transit	3.24406000	236.00	5754.00	KELT
1160	KELT-9	b	KELT-9 b	Transit	1.48112350	188.70	10170.00	KELT-North
1161	KIC 10001893	b	KIC 10001893 b	Orbital Brightness Modulation	0.21970000	1758.47	27500.00	Kepler
1162	KIC 10001893	c	KIC 10001893 c	Orbital Brightness Modulation	0.32528000	1758.47	27500.00	Kepler
1163	KIC 10001893	d	KIC 10001893 d	Orbital Brightness Modulation	0.81161000	1758.47	27500.00	Kepler
1164	KIC 10525077	b	KIC 10525077 b	Transit	854.08300000	1464.12	6091.00	Kepler
1165	KIC 3558849	b	KIC 3558849 b	Transit	1322.30000000	1215.64	6175.00	Kepler
1166	KIC 5437945	b	KIC 5437945 b	Transit	440.78130000	848.00	6340.00	Kepler
1167	KIC 5951458	b	KIC 5951458 b	Transit	1320.10000000	742.54	6258.00	Kepler
1168	KIC 7917485	b	KIC 7917485 b	Pulsation Timing Variations	840.00000000	1382.51	7067.00	Kepler
1169	KOI-7892	b	KIC 8540376 b	Transit	31.80990000	1072.12	6474.00	Kepler
1170	KOI-7892	c	KIC 8540376 c	Transit	75.20000000	1072.12	6474.00	Kepler
1171	KIC 9663113	b	KIC 9663113 b	Transit	572.38470000	1594.34	6065.00	Kepler
1172	KMT-2016-BLG-1397L	b	KMT-2016-BLG-1397L b	Microlensing		6600.00		KMTNet
1173	KMT-2016-BLG-1820L	b	KMT-2016-BLG-1820L b	Microlensing		6260.00		KMTNet
1174	KMT-2016-BLG-2142L	b	KMT-2016-BLG-2142L b	Microlensing		7010.00		KMTNet
1175	KOI-12	b	KOI-12 b	Transit	17.85523000	426.00	6820.00	Kepler
1176	KOI-1257	b	KOI-1257 b	Transit	86.64766100	900.00	5520.00	Kepler
1177	KOI-13	b	KOI-13 b	Transit	1.76358800	415.00	7650.00	Kepler
1178	KOI-142	b	KOI-142 b	Transit	10.95416000	339.00	5471.00	Kepler
1179	KOI-142	c	KOI-142 c	Transit Timing Variations	22.33950000	339.00	5471.00	Kepler
1180	KOI-217	b	KOI-217 b	Transit	3.90512000	800.00	5545.00	Kepler
1181	KOI-351	b	KOI-351 b	Transit	7.00815100	780.00	6080.00	Kepler
1182	KOI-351	c	KOI-351 c	Transit	8.71937500	780.00	6080.00	Kepler
1183	KOI-351	d	KOI-351 d	Transit	59.73667000	780.00	6080.00	Kepler
1184	KOI-351	e	KOI-351 e	Transit	91.93913000	780.00	6080.00	Kepler
1185	KOI-351	f	KOI-351 f	Transit	124.91440000	780.00	6080.00	Kepler
1186	KOI-351	g	KOI-351 g	Transit	210.60697000	780.00	6080.00	Kepler
1187	KOI-351	h	KOI-351 h	Transit	331.60059000	780.00	6080.00	Kepler
1188	KOI-351	i	KOI-351 i	Transit	14.44912000	780.00	6080.00	Kepler
1189	KOI-55	b	KOI-55 b	Orbital Brightness Modulation	0.24010400	1180.00	27730.00	Kepler
1190	KOI-55	c	KOI-55 c	Orbital Brightness Modulation	0.34288700	1180.00	27730.00	Kepler
1191	KOI-94	b	KOI-94 b	Transit	3.74320800	462.00	6182.00	Kepler
1192	KOI-94	c	KOI-94 c	Transit	10.42364800	462.00	6182.00	Kepler
1193	KOI-94	d	KOI-94 d	Transit	22.34298900	462.00	6182.00	Kepler
1194	KOI-94	e	KOI-94 e	Transit	54.32031000	462.00	6182.00	Kepler
1195	KPS-1	b	KPS-1 b	Transit	1.70629100	264.69	5165.00	Acton Sky Portal Observatory
1196	Kapteyn	c	Kapteyn c	Radial Velocity	121.54000000	3.93	3550.00	Multiple Observatories
1197	Kepler-10	b	Kepler-10 b	Transit	0.83749100	173.00	5627.00	Kepler
1198	Kepler-10	c	Kepler-10 c	Transit	45.29430100	173.00	5627.00	Kepler
1199	Kepler-100	b	Kepler-100 b	Transit	6.88705000	297.00	5825.00	Kepler
1200	Kepler-100	c	Kepler-100 c	Transit	12.81590000	297.00	5825.00	Kepler
1201	Kepler-100	d	Kepler-100 d	Transit	35.33310000	297.00	5825.00	Kepler
1202	Kepler-1000	b	Kepler-1000 b	Transit	120.01812720	925.00	6453.00	Kepler
1203	Kepler-1001	b	Kepler-1001 b	Transit	14.30511983	1009.00	5491.00	Kepler
1204	Kepler-1002	b	Kepler-1002 b	Transit	4.33642933	425.00	6144.00	Kepler
1205	Kepler-1003	b	Kepler-1003 b	Transit	3.55485691	873.00	6109.00	Kepler
1206	Kepler-1004	b	Kepler-1004 b	Transit	5.28789787	1080.00	4972.00	Kepler
1207	Kepler-1005	b	Kepler-1005 b	Transit	6.49801525	515.00	5782.00	Kepler
1208	Kepler-1006	b	Kepler-1006 b	Transit	19.76172042	496.00	5328.00	Kepler
1209	Kepler-1007	b	Kepler-1007 b	Transit	5.18500207	365.00	4587.00	Kepler
1210	Kepler-1008	b	Kepler-1008 b	Transit	12.43931193	299.00	5066.00	Kepler
1211	Kepler-1009	b	Kepler-1009 b	Transit	11.35011917	281.00	4027.00	Kepler
1212	Kepler-101	b	Kepler-101 b	Transit	3.48768120	657.00	5667.00	Kepler
1213	Kepler-101	c	Kepler-101 c	Transit	6.02976000	657.00	5667.00	Kepler
1214	Kepler-1010	b	Kepler-1010 b	Transit	34.26857050	610.00	5253.00	Kepler
1215	Kepler-1011	b	Kepler-1011 b	Transit	5.75322197	860.00	5416.00	Kepler
1216	Kepler-1012	b	Kepler-1012 b	Transit	5.50860439	420.00	5556.00	Kepler
1217	Kepler-1013	b	Kepler-1013 b	Transit	18.93054959	433.00	4954.00	Kepler
1218	Kepler-1014	b	Kepler-1014 b	Transit	16.57110363	672.00	5388.00	Kepler
1219	Kepler-1015	b	Kepler-1015 b	Transit	16.00494214	932.00	6769.00	Kepler
1220	Kepler-1016	b	Kepler-1016 b	Transit	1.95452434	1239.00	5821.00	Kepler
1221	Kepler-1016	c	Kepler-1016 c	Transit	105.65513690	1239.00	5821.00	Kepler
1222	Kepler-1017	b	Kepler-1017 b	Transit	7.23400469	554.00	5473.00	Kepler
1223	Kepler-1018	b	Kepler-1018 b	Transit	49.10135140	894.00	5518.00	Kepler
1224	Kepler-1019	b	Kepler-1019 b	Transit	1.41122985	198.00	4433.00	Kepler
1225	Kepler-102	b	Kepler-102 b	Transit	5.28696000	110.00	4909.00	Kepler
1226	Kepler-102	c	Kepler-102 c	Transit	7.07142000	110.00	4909.00	Kepler
1227	Kepler-102	d	Kepler-102 d	Transit	10.31170000	110.00	4909.00	Kepler
1228	Kepler-102	e	Kepler-102 e	Transit	16.14570000	110.00	4909.00	Kepler
1229	Kepler-102	f	Kepler-102 f	Transit	27.45360000	110.00	4909.00	Kepler
1230	Kepler-1020	b	Kepler-1020 b	Transit	96.91514960	446.00	5227.00	Kepler
1231	Kepler-1021	b	Kepler-1021 b	Transit	13.47469571	837.00	5431.00	Kepler
1232	Kepler-1022	b	Kepler-1022 b	Transit	10.99469878	455.00	4445.00	Kepler
1233	Kepler-1023	b	Kepler-1023 b	Transit	62.13877140	686.00	5494.00	Kepler
1234	Kepler-1024	b	Kepler-1024 b	Transit	66.41621330	1017.00	5143.00	Kepler
1235	Kepler-1025	b	Kepler-1025 b	Transit	37.32294930	716.00	6089.00	Kepler
1236	Kepler-1026	b	Kepler-1026 b	Transit	36.51560530	389.00	4948.00	Kepler
1237	Kepler-1027	b	Kepler-1027 b	Transit	1.90780520	291.00	5436.00	Kepler
1238	Kepler-1028	b	Kepler-1028 b	Transit	2.51462432	633.00	5522.00	Kepler
1239	Kepler-1029	b	Kepler-1029 b	Transit	4.41769648	422.00	5030.00	Kepler
1240	Kepler-103	b	Kepler-103 b	Transit	15.96540000	485.00	5845.00	Kepler
1241	Kepler-103	c	Kepler-103 c	Transit	179.61200000	485.00	5845.00	Kepler
1242	Kepler-1030	b	Kepler-1030 b	Transit	19.32952416	795.00	4983.00	Kepler
1243	Kepler-1031	b	Kepler-1031 b	Transit	1.22621732	741.00	6011.00	Kepler
1244	Kepler-1032	b	Kepler-1032 b	Transit	3.29011795	607.00	4647.00	Kepler
1245	Kepler-1033	b	Kepler-1033 b	Transit	7.56052806	1425.00	5547.00	Kepler
1246	Kepler-1034	b	Kepler-1034 b	Transit	12.12400943	706.00	5198.00	Kepler
1247	Kepler-1035	b	Kepler-1035 b	Transit	2.71407755	408.00	5763.00	Kepler
1248	Kepler-1036	b	Kepler-1036 b	Transit	122.88080580	507.00	5533.00	Kepler
1249	Kepler-1037	b	Kepler-1037 b	Transit	1.06378867	451.00	5105.00	Kepler
1250	Kepler-1038	b	Kepler-1038 b	Transit	148.46033820	622.00	5335.00	Kepler
1251	Kepler-1039	b	Kepler-1039 b	Transit	0.93488424	324.00	4870.00	Kepler
1252	Kepler-104	b	Kepler-104 b	Transit	11.42754800	403.00	5711.00	Kepler
1253	Kepler-104	c	Kepler-104 c	Transit	23.66820500	403.00	5711.00	Kepler
1254	Kepler-104	d	Kepler-104 d	Transit	51.75539400	403.00	5711.00	Kepler
1255	Kepler-1040	b	Kepler-1040 b	Transit	201.12140000	473.00	5694.00	Kepler
1256	Kepler-1041	b	Kepler-1041 b	Transit	24.75764210	979.00	5957.00	Kepler
1257	Kepler-1042	b	Kepler-1042 b	Transit	10.13202575	659.00	4815.00	Kepler
1258	Kepler-1043	b	Kepler-1043 b	Transit	38.50533980	838.00	5629.00	Kepler
1259	Kepler-1044	b	Kepler-1044 b	Transit	6.77408868	1507.00	5985.00	Kepler
1260	Kepler-1045	b	Kepler-1045 b	Transit	26.41045478	971.00	5301.00	Kepler
1261	Kepler-1046	b	Kepler-1046 b	Transit	14.37508035	518.00	5913.00	Kepler
1262	Kepler-1047	b	Kepler-1047 b	Transit	56.18868870	566.00	5754.00	Kepler
1263	Kepler-1047	c	Kepler-1047 c	Transit	3.18897601	566.00	5754.00	Kepler
1264	Kepler-1048	b	Kepler-1048 b	Transit	6.92101021	415.00	4651.00	Kepler
1265	Kepler-1049	b	Kepler-1049 b	Transit	3.27346074	129.00	3864.00	Kepler
1266	Kepler-105	b	Kepler-105 b	Transit	5.41220000	524.00	5827.00	Kepler
1267	Kepler-105	c	Kepler-105 c	Transit	7.12620000	524.00	5827.00	Kepler
1268	Kepler-1050	b	Kepler-1050 b	Transit	15.37875460	555.00	6010.00	Kepler
1269	Kepler-1050	c	Kepler-1050 c	Transit	21.12845690	555.00	6010.00	Kepler
1270	Kepler-1051	b	Kepler-1051 b	Transit	25.96200249	1021.00	6675.00	Kepler
1271	Kepler-1052	b	Kepler-1052 b	Transit	34.85382760	1051.00	5888.00	Kepler
1272	Kepler-1053	b	Kepler-1053 b	Transit	2.41435165	171.00	4529.00	Kepler
1273	Kepler-1054	b	Kepler-1054 b	Transit	4.30655689	1050.00	6209.00	Kepler
1274	Kepler-1055	b	Kepler-1055 b	Transit	2.29503623	422.00	5723.00	Kepler
1275	Kepler-1056	b	Kepler-1056 b	Transit	27.49560600	971.00	6127.00	Kepler
1276	Kepler-1057	b	Kepler-1057 b	Transit	14.08827448	1462.00	5987.00	Kepler
1277	Kepler-1058	b	Kepler-1058 b	Transit	110.96546000	525.00	4644.00	Kepler
1278	Kepler-1059	b	Kepler-1059 b	Transit	3.76419105	673.00	4906.00	Kepler
1279	Kepler-106	b	Kepler-106 b	Transit	6.16486000	451.00	5858.00	Kepler
1280	Kepler-106	c	Kepler-106 c	Transit	13.57080000	451.00	5858.00	Kepler
1281	Kepler-106	d	Kepler-106 d	Transit	23.98020000	451.00	5858.00	Kepler
1282	Kepler-106	e	Kepler-106 e	Transit	43.84450000	451.00	5858.00	Kepler
1283	Kepler-1060	b	Kepler-1060 b	Transit	46.87793670	861.00	5797.00	Kepler
1284	Kepler-1061	b	Kepler-1061 b	Transit	2.75798267	585.00	6067.00	Kepler
1285	Kepler-1062	b	Kepler-1062 b	Transit	9.30412078	388.00	4597.00	Kepler
1286	Kepler-1063	b	Kepler-1063 b	Transit	14.07971466	365.00	5945.00	Kepler
1287	Kepler-1064	b	Kepler-1064 b	Transit	16.54080322	374.00	5153.00	Kepler
1288	Kepler-1065	b	Kepler-1065 b	Transit	3.60930891	1078.00	5635.00	Kepler
1289	Kepler-1065	c	Kepler-1065 c	Transit	2.37030743	1078.00	5635.00	Kepler
1290	Kepler-1066	b	Kepler-1066 b	Transit	1.93155984	399.00	5762.00	Kepler
1291	Kepler-1067	b	Kepler-1067 b	Transit	0.76212926	689.00	5592.00	Kepler
1292	Kepler-1068	b	Kepler-1068 b	Transit	16.92344113	1532.00	5806.00	Kepler
1293	Kepler-1069	b	Kepler-1069 b	Transit	23.89902960	435.00	5722.00	Kepler
1294	Kepler-107	b	Kepler-107 b	Transit	3.17999700	512.00	5851.00	Kepler
1295	Kepler-107	c	Kepler-107 c	Transit	4.90142500	512.00	5851.00	Kepler
1296	Kepler-107	d	Kepler-107 d	Transit	7.95820300	512.00	5851.00	Kepler
1297	Kepler-107	e	Kepler-107 e	Transit	14.74904900	512.00	5851.00	Kepler
1298	Kepler-1070	b	Kepler-1070 b	Transit	6.22161470	1040.00	6261.00	Kepler
1299	Kepler-1071	b	Kepler-1071 b	Transit	6.17998440	964.00	5215.00	Kepler
1300	Kepler-1072	b	Kepler-1072 b	Transit	1.56906650	976.00	6199.00	Kepler
1301	Kepler-1073	b	Kepler-1073 b	Transit	8.67888593	837.00	5792.00	Kepler
1302	Kepler-1073	c	Kepler-1073 c	Transit	4.02582254	837.00	5792.00	Kepler
1303	Kepler-1074	b	Kepler-1074 b	Transit	5.94566534	245.00	4002.00	Kepler
1304	Kepler-1075	b	Kepler-1075 b	Transit	1.52372816	265.00	3959.00	Kepler
1305	Kepler-1076	b	Kepler-1076 b	Transit	6.14727918	199.00	4868.00	Kepler
1306	Kepler-1077	b	Kepler-1077 b	Transit	34.35118740	1098.00	5816.00	Kepler
1307	Kepler-1078	b	Kepler-1078 b	Transit	3.00725242	1215.00	5612.00	Kepler
1308	Kepler-1079	b	Kepler-1079 b	Transit	13.24503188	481.00	5758.00	Kepler
1309	Kepler-108	b	Kepler-108 b	Transit	49.18392100	729.00	5854.00	Kepler
1310	Kepler-108	c	Kepler-108 c	Transit	190.32349400	729.00	5854.00	Kepler
1311	Kepler-1080	b	Kepler-1080 b	Transit	77.25483960	688.00	5956.00	Kepler
1312	Kepler-1081	b	Kepler-1081 b	Transit	3.85691855	425.00	5345.00	Kepler
1313	Kepler-1082	b	Kepler-1082 b	Transit	1.54320660	628.00	5923.00	Kepler
1314	Kepler-1083	b	Kepler-1083 b	Transit	33.41779930	912.00	5049.00	Kepler
1315	Kepler-1084	b	Kepler-1084 b	Transit	2.05333679	427.00	6113.00	Kepler
1316	Kepler-1085	b	Kepler-1085 b	Transit	219.32175280	1518.00	6000.00	Kepler
1317	Kepler-1086	b	Kepler-1086 b	Transit	18.78425728	464.00	4350.00	Kepler
1318	Kepler-1086	c	Kepler-1086 c	Transit	161.51633450	464.00	4350.00	Kepler
1319	Kepler-1087	b	Kepler-1087 b	Transit	0.69384285	354.00	5589.00	Kepler
1320	Kepler-1088	b	Kepler-1088 b	Transit	23.12748644	300.00	5975.00	Kepler
1321	Kepler-1089	b	Kepler-1089 b	Transit	5.13248562	227.00	3753.00	Kepler
1322	Kepler-109	b	Kepler-109 b	Transit	6.48163000	482.00	5952.00	Kepler
1323	Kepler-109	c	Kepler-109 c	Transit	21.22270000	482.00	5952.00	Kepler
1324	Kepler-1090	b	Kepler-1090 b	Transit	198.68017900	702.00	5321.00	Kepler
1325	Kepler-1091	b	Kepler-1091 b	Transit	1.43474156	915.00	5851.00	Kepler
1326	Kepler-1092	b	Kepler-1092 b	Transit	58.60179250	914.00	5862.00	Kepler
1327	Kepler-1093	b	Kepler-1093 b	Transit	25.08246260	848.00	6166.00	Kepler
1328	Kepler-1093	c	Kepler-1093 c	Transit	89.72229200	848.00	6166.00	Kepler
1329	Kepler-1094	b	Kepler-1094 b	Transit	78.10002310	1371.00	6112.00	Kepler
1330	Kepler-1095	b	Kepler-1095 b	Transit	4.27103091	758.00	5658.00	Kepler
1331	Kepler-1096	b	Kepler-1096 b	Transit	2.89221751	344.00	4306.00	Kepler
1332	Kepler-1097	b	Kepler-1097 b	Transit	187.74702900	738.00	5211.00	Kepler
1333	Kepler-1098	b	Kepler-1098 b	Transit	2.54307286	876.00	5794.00	Kepler
1334	Kepler-1099	b	Kepler-1099 b	Transit	2.16845259	1209.00	5837.00	Kepler
1335	Kepler-11	b	Kepler-11 b	Transit	10.30390000	613.00	5663.00	Kepler
1336	Kepler-11	c	Kepler-11 c	Transit	13.02410000	613.00	5663.00	Kepler
1337	Kepler-11	d	Kepler-11 d	Transit	22.68450000	613.00	5663.00	Kepler
1338	Kepler-11	e	Kepler-11 e	Transit	31.99960000	613.00	5663.00	Kepler
1339	Kepler-11	f	Kepler-11 f	Transit	46.68880000	613.00	5663.00	Kepler
1340	Kepler-11	g	Kepler-11 g	Transit	118.38070000	613.00	5663.00	Kepler
1341	Kepler-110	b	Kepler-110 b	Transit	12.69111200	692.00	5960.00	Kepler
1342	Kepler-110	c	Kepler-110 c	Transit	31.71977500	692.00	5960.00	Kepler
1343	Kepler-1100	b	Kepler-1100 b	Transit	6.42200058	940.00	6247.00	Kepler
1344	Kepler-1101	b	Kepler-1101 b	Transit	81.31510590	897.00	5614.00	Kepler
1345	Kepler-1102	b	Kepler-1102 b	Transit	51.32856230	986.00	5724.00	Kepler
1346	Kepler-1103	b	Kepler-1103 b	Transit	19.79191978	921.00	6092.00	Kepler
1347	Kepler-1104	b	Kepler-1104 b	Transit	5.03728015	516.00	6417.00	Kepler
1348	Kepler-1105	b	Kepler-1105 b	Transit	4.42157218	369.00	4299.00	Kepler
1349	Kepler-1106	b	Kepler-1106 b	Transit	1.25275217	1168.00	6104.00	Kepler
1350	Kepler-1107	b	Kepler-1107 b	Transit	0.57103852	457.00	5268.00	Kepler
1351	Kepler-1108	b	Kepler-1108 b	Transit	4.51005748	764.00	5406.00	Kepler
1352	Kepler-1109	b	Kepler-1109 b	Transit	37.64673840	797.00	5893.00	Kepler
1353	Kepler-111	b	Kepler-111 b	Transit	3.34181500	698.00	5952.00	Kepler
1354	Kepler-111	c	Kepler-111 c	Transit	224.78460800	698.00	5952.00	Kepler
1355	Kepler-1110	b	Kepler-1110 b	Transit	9.69312032	726.00	4781.00	Kepler
